id_persona,temperature,situacao,lifestyle,stai_total,stai_1,stai_2,stai_3,stai_4,stai_5,stai_6,stai_7,stai_8,stai_9,stai_10,stai_11,stai_12,stai_13,stai_14,stai_15,stai_16,stai_17,stai_18,stai_19,stai_20
P003475,0.75,padrao_1,moderado,50,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3
P007597,0.75,padrao_1,moderado,51,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009372,0.75,padrao_1,moderado,52,3,3,2,3,2,3,2,3,4,3,2,3,2,4,3,2,3,2,3,3
P001679,0.75,padrao_1,moderado,56,3,2,3,2,4,3,3,2,4,3,2,3,4,2,3,2,3,4,2,3
P006716,0.75,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3
P007756,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002604,0.75,padrao_1,moderado,51,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3
P003409,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2
P008841,0.75,padrao_1,moderado,43,3,3,2,4,3,2,3,4,2,3,4,3,3,2,4,3,2,3,4,3
P007758,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,3
P006368,0.75,padrao_1,moderado,49,3,4,3,2,3,3,4,2,3,2,3,4,3,2,4,3,2,3,4,3
P009073,0.75,padrao_1,ativo,53,3,3,2,3,2,4,3,2,3,4,2,3,4,3,2,3,3,2,4,3
P008448,0.75,padrao_1,moderado,50,3,2,3,2,4,3,3,2,4,3,2,3,4,2,3,4,3,2,3,2
P001218,0.75,padrao_1,moderado,44,3,3,2,3,4,3,2,2,3,4,3,3,2,3,4,3,2,3,4,3
P008980,0.75,padrao_1,moderado,46,3,2,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2,3,2
P003460,0.75,padrao_1,moderado,52,3,3,2,3,4,2,3,2,3,2,3,4,2,3,2,3,2,4,2,3
P004121,0.75,padrao_1,moderado,51,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2
P009587,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2
P000447,0.75,padrao_1,sedentário,51,3,3,2,3,2,4,3,2,3,4,2,3,3,2,4,2,3,3,4,3
P006156,0.75,padrao_1,ativo,59,3,2,4,3,2,3,4,2,3,2,3,4,2,3,4,2,3,4,2,3
P009714,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2
P005619,0.75,padrao_1,ativo,51,3,4,3,2,3,2,3,4,2,3,1,3,4,2,3,2,3,4,2,3
P003101,0.75,padrao_1,sedentário,50,3,3,2,3,2,3,2,4,3,2,3,2,4,3,2,3,4,2,4,3
P002825,0.75,padrao_1,sedentário,55,3,3,4,3,3,4,3,2,3,4,2,3,4,3,2,4,3,2,3,4
P007934,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P006123,0.75,padrao_1,moderado,50,3,3,2,2,2,3,3,2,1,3,2,3,2,2,3,1,2,3,2,3
P003949,0.75,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2
P006079,0.75,padrao_1,moderado,50,3,3,2,2,3,3,2,3,4,2,3,2,4,3,2,3,2,4,3,2
P004860,0.75,padrao_1,moderado,50,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,3,2,3,3
P000971,0.75,padrao_1,moderado,52,3,3,2,3,2,3,2,4,2,3,2,4,3,2,3,2,3,4,2,3
P002164,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P005652,0.75,padrao_1,moderado,51,3,2,3,3,2,3,2,3,2,2,2,3,2,3,3,2,3,2,3,2
P010052,0.75,padrao_1,moderado,52,3,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3
P004887,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004368,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P002062,0.75,padrao_1,moderado,51,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2
P002759,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P009052,0.75,padrao_1,moderado,55,3,4,3,2,3,4,3,2,4,3,2,3,4,3,3,2,4,3,4,3
P008387,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2
P010431,0.75,padrao_1,moderado,49,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P001168,0.75,padrao_1,moderado,46,3,4,3,2,4,3,2,3,4,3,2,4,3,2,3,4,2,3,4,3
P010656,0.75,padrao_1,moderado,49,3,2,3,2,3,4,3,2,3,4,2,3,2,3,4,3,2,3,4,3
P002217,0.75,padrao_1,ativo,46,3,3,4,2,3,2,4,3,2,3,4,2,3,2,3,4,2,3,2,3
P010593,0.75,padrao_1,muito ativo,52,3,3,4,2,3,2,4,3,2,4,3,2,4,3,3,2,4,3,2,3
P006132,0.75,padrao_1,ativo,53,3,3,2,2,3,2,3,2,4,3,2,3,2,3,2,3,4,3,2,3
P010550,0.75,padrao_1,ativo,54,3,3,4,2,3,4,3,2,3,4,3,2,4,3,2,3,4,2,3,4
P006721,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004235,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,4,3,2,3,2,3,3,2
P005740,0.75,padrao_1,muito ativo,52,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3
P006456,0.75,padrao_1,moderado,45,3,4,3,3,4,2,3,4,3,2,3,4,3,2,3,4,3,2,4,3
P007026,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002341,0.75,padrao_1,moderado,46,3,2,3,2,4,3,2,3,2,3,3,2,4,3,2,4,3,2,3,2
P007439,0.75,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P001871,0.75,padrao_1,moderado,51,3,2,2,3,2,3,2,4,2,3,2,3,2,3,1,3,2,3,2,3
P002874,0.75,padrao_1,moderado,48,3,3,2,2,3,4,3,2,3,2,4,3,2,2,3,3,4,2,3,2
P008449,0.75,padrao_1,moderado,48,3,3,2,2,4,3,2,3,2,3,2,4,3,2,3,3,2,4,2,3
P009667,0.75,padrao_1,moderado,46,3,2,3,2,4,3,2,3,2,3,4,2,3,3,4,2,3,4,3,2
P004767,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2
P010266,0.75,padrao_1,ativo,55,3,3,2,4,3,2,3,2,4,3,2,3,2,3,3,2,4,3,2,3
P000853,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2
P009880,0.75,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3
P008052,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010062,0.75,padrao_1,moderado,46,3,4,3,2,3,3,4,2,3,2,4,3,2,3,4,3,2,3,4,2
P007797,0.75,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P006177,0.75,padrao_1,moderado,53,3,3,2,3,2,3,4,2,3,2,3,2,3,4,2,3,2,3,3,2
P009080,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010613,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004747,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,3
P002004,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3
P001268,0.75,padrao_1,sedentário,47,3,3,2,2,3,3,2,2,3,2,3,3,2,2,3,2,3,2,3,2
P000583,0.75,padrao_1,ativo,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P001417,0.75,padrao_1,moderado,47,3,3,2,2,4,3,2,3,4,2,3,4,2,3,2,4,3,2,3,2
P006109,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,2
P005072,0.75,padrao_1,moderado,51,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3
P009021,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009391,0.75,padrao_1,moderado,52,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3
P009322,0.75,padrao_1,ativo,54,3,2,3,3,2,3,4,2,3,3,2,4,3,2,3,4,3,2,3,3
P010025,0.75,padrao_1,moderado,53,3,3,4,2,3,2,3,2,4,2,3,2,4,3,2,3,4,2,3,2
P002329,0.75,padrao_1,moderado,51,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3
P002849,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,4,3,2,3,2,4,3,2,3,2,3,4,3
P009176,0.75,padrao_1,sedentário,48,3,2,3,2,3,2,3,2,3,2,4,2,3,2,3,2,3,2,3,2
P000126,0.75,padrao_1,moderado,52,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3
P000001,0.75,padrao_1,moderado,48,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,2
P003050,0.75,padrao_1,moderado,47,3,3,2,4,3,2,3,3,2,1,4,3,2,3,2,4,3,2,3,2
P007855,0.75,padrao_1,moderado,48,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2
P010050,0.75,padrao_1,muito ativo,58,2,3,2,3,2,4,3,2,3,2,3,2,4,3,2,3,4,3,2,3
P007506,0.75,padrao_1,sedentário,47,3,3,2,3,4,3,2,3,2,4,3,2,3,4,2,3,3,2,3,4
P003710,0.75,padrao_1,moderado,49,3,4,2,3,4,3,2,3,4,2,3,4,2,3,4,2,3,4,3,2
P009164,0.75,padrao_1,moderado,50,3,3,2,3,4,2,3,2,3,3,2,3,4,3,2,3,3,2,3,2
P008685,0.75,padrao_1,moderado,53,3,3,2,4,3,2,3,2,3,4,2,3,3,4,2,3,2,4,3,3
P007333,0.75,padrao_1,ativo,56,3,4,3,2,3,4,3,2,4,3,2,3,4,3,2,3,4,2,3,4
P009407,0.75,padrao_1,moderado,50,3,3,2,4,3,2,3,2,3,2,4,3,2,4,3,3,2,4,3,2
P003745,0.75,padrao_1,ativo,50,3,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3
P007896,0.75,padrao_1,moderado,49,3,2,3,2,3,4,3,3,2,2,4,3,2,3,4,3,2,3,2,3
P006889,0.75,padrao_1,moderado,49,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001005,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P001432,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,4,2,3,2,3,3,2,4,3,2,3,2,3
P002010,0.75,padrao_1,moderado,52,3,2,3,2,3,2,3,1,3,2,2,3,1,3,2,3,2,4,3,2
P003541,0.75,padrao_1,moderado,50,3,4,3,2,3,4,3,2,3,4,2,3,3,2,4,3,4,2,3,4
P000375,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,3,2,3,2,4,3,2,3,3,2,4,3
P002233,0.75,padrao_1,ativo,47,3,3,2,2,3,2,2,3,2,3,1,3,2,3,2,2,3,2,3,2
P008118,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2
P003131,0.75,padrao_1,moderado,49,3,3,2,4,2,3,4,3,2,3,2,3,4,2,3,4,2,3,4,2
P005124,0.75,padrao_1,ativo,44,3,4,2,3,4,3,2,3,1,4,3,2,4,3,2,4,3,2,3,4
P002795,0.75,padrao_1,moderado,49,3,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3
P006903,0.75,padrao_1,moderado,57,3,2,4,3,2,3,4,2,3,4,3,2,4,3,2,3,4,2,3,4
P008526,0.75,padrao_1,moderado,49,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2
P007121,0.75,padrao_1,ativo,47,3,3,2,3,2,3,2,4,3,2,3,2,3,1,2,3,2,4,3,2
P005400,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007280,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001864,0.75,padrao_1,moderado,50,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3
P002715,0.75,padrao_1,moderado,50,3,3,2,4,2,3,2,3,2,3,2,3,4,3,2,3,2,3,4,2
P003955,0.75,padrao_1,ativo,50,3,4,3,2,3,2,3,2,3,4,2,3,4,3,2,4,3,2,3,4
P001198,0.75,padrao_1,moderado,45,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2
P006452,0.75,padrao_1,moderado,52,3,3,2,3,2,2,4,2,3,2,3,2,3,4,3,2,3,2,4,3
P006708,0.75,padrao_1,moderado,48,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3
P003923,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007102,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002711,0.75,padrao_1,sedentário,50,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3,2,3,2,3,2
P008362,0.75,padrao_1,moderado,51,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004819,0.75,padrao_1,moderado,46,3,3,2,4,3,2,3,4,2,3,2,4,3,2,3,4,2,3,4,3
P003183,0.75,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P001465,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P008503,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P010353,0.75,padrao_1,moderado,55,3,3,2,3,2,3,4,2,3,3,2,3,2,4,3,2,3,2,3,4
P007514,0.75,padrao_1,moderado,52,3,2,4,3,2,3,2,3,3,2,4,3,2,3,2,4,3,2,3,4
P005253,0.75,padrao_1,moderado,49,3,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,3,2,3
P010048,0.75,padrao_1,ativo,49,3,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2
P004110,0.75,padrao_1,moderado,45,3,3,2,2,3,3,2,3,2,3,2,2,2,3,2,3,3,2,3,2
P004505,0.75,padrao_1,moderado,55,3,3,2,4,2,3,2,3,3,2,3,4,2,3,3,2,4,3,2,3
P001233,0.75,padrao_1,moderado,48,3,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P005167,0.75,padrao_1,moderado,55,3,3,2,4,3,2,3,2,4,3,2,3,4,2,3,3,4,3,2,3
P002832,0.75,padrao_1,moderado,49,3,3,2,3,2,2,4,3,2,3,3,2,4,3,2,3,3,2,4,3
P008276,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,2,4,3,2,3,2,3,4,3,2,3,3,2
P003848,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008317,0.75,padrao_1,ativo,51,3,3,4,3,2,3,4,2,3,2,4,3,3,2,4,3,2,3,4,3
P007274,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P000407,0.75,padrao_1,moderado,45,3,3,2,3,2,3,2,3,2,4,3,2,3,2,3,4,2,3,2,3
P002344,0.75,padrao_1,moderado,55,3,3,2,3,2,4,3,2,3,3,2,3,4,2,3,3,2,4,2,3
P000695,0.75,padrao_1,moderado,51,3,2,4,3,2,3,2,4,3,2,3,4,2,3,2,4,3,2,4,3
P010501,0.75,padrao_1,sedentário,49,3,4,2,3,2,3,3,2,4,2,3,4,3,2,3,4,2,3,4,2
P001631,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,4,3,2,2,3,2,3,3,4,2,3,3
P004222,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003347,0.75,padrao_1,moderado,50,3,3,2,3,4,2,3,2,3,4,2,3,2,3,4,2,3,3,2,4
P002499,0.75,padrao_1,moderado,52,3,3,2,3,2,4,3,2,3,2,3,2,1,3,2,3,2,3,2,3
P007070,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2
P008140,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,4,3,3,2,3,2,4,3,2,3,2,3,3
P008584,0.75,padrao_1,moderado,49,3,3,2,2,3,2,2,3,3,2,2,3,3,2,3,2,3,4,3,2
P010240,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004243,0.75,padrao_1,moderado,53,3,3,2,3,3,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3
P003792,0.75,padrao_1,moderado,46,3,3,2,2,3,3,2,3,2,3,4,3,3,2,2,3,2,3,2,3
P008828,0.75,padrao_1,moderado,48,3,3,2,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,2,3
P002304,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P002530,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3
P008543,0.75,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3
P007042,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008195,0.75,padrao_1,moderado,47,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2
P005335,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,4,2,3,2,3,3,2,3,2,3
P006043,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3
P007326,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003531,0.75,padrao_1,ativo,47,3,3,2,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3
P003236,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P007495,0.75,padrao_1,moderado,52,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3
P006340,0.75,padrao_1,ativo,45,3,3,2,2,3,2,4,3,3,2,4,3,2,2,3,3,2,3,4,3
P008883,0.75,padrao_1,sedentário,50,3,3,2,4,3,2,3,4,2,3,4,2,3,4,3,2,3,4,2,3
P002425,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2
P003910,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003340,0.75,padrao_1,moderado,48,3,3,2,4,3,2,3,4,2,3,4,3,2,3,4,2,3,3,2,4
P008337,0.75,padrao_1,moderado,47,3,3,2,4,3,2,3,2,3,4,2,3,3,2,4,3,2,3,4,3
P001810,0.75,padrao_1,ativo,59,3,3,4,3,2,3,4,2,3,4,2,3,3,4,2,3,4,3,2,3
P007200,0.75,padrao_1,ativo,55,3,3,2,3,2,4,3,2,3,2,4,3,2,3,3,2,4,3,2,3
P002423,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P003133,0.75,padrao_1,ativo,51,3,3,2,2,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3
P004558,0.75,padrao_1,ativo,50,3,4,3,2,3,4,2,3,4,3,2,3,4,2,3,4,3,2,3,4
P005486,0.75,padrao_1,moderado,44,3,3,2,2,3,4,3,2,2,3,4,2,3,2,3,4,2,3,3,2
P001594,0.75,padrao_1,moderado,54,3,3,2,4,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,2
P002882,0.75,padrao_1,ativo,60,3,3,2,4,2,3,3,2,4,3,2,4,3,4,2,3,4,3,2,3
P008658,0.75,padrao_1,ativo,53,3,3,4,2,3,3,2,3,4,3,2,3,4,2,3,2,3,4,3,2
P006474,0.75,padrao_1,moderado,51,3,3,4,3,2,3,2,3,2,3,4,3,3,2,2,3,3,4,3,3
P000481,0.75,padrao_1,moderado,50,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002577,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P003733,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P010545,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P008642,0.75,padrao_1,moderado,54,3,2,3,3,2,4,3,2,3,2,4,2,3,2,3,3,2,3,2,4
P004740,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P000028,0.75,padrao_1,ativo,48,3,2,3,2,3,2,3,2,3,2,4,2,3,2,3,2,3,2,3,2
P005034,0.75,padrao_1,moderado,51,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3
P006025,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,3,2,3,4,2,3,2,3,3,2
P003737,0.75,padrao_1,moderado,50,3,3,2,3,4,2,3,2,3,3,2,3,3,2,4,2,3,3,2,3
P004371,0.75,padrao_1,moderado,48,3,3,2,4,3,2,3,4,3,2,3,4,3,2,4,3,2,4,3,2
P006549,0.75,padrao_1,moderado,49,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2
P002804,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P004587,0.75,padrao_1,sedentário,48,3,3,2,4,3,2,3,4,2,3,3,2,4,3,4,2,3,2,3,4
P000094,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001784,0.75,padrao_1,moderado,50,3,4,3,4,2,3,4,3,2,3,4,2,3,3,2,4,3,4,3,2
P004261,0.75,padrao_1,moderado,45,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2
P000018,0.75,padrao_1,ativo,49,3,3,2,4,3,2,3,4,2,3,2,4,3,2,3,4,2,3,1,3
P001677,0.75,padrao_1,moderado,48,3,3,2,2,3,3,2,3,4,2,3,2,2,3,2,3,2,4,3,2
P003036,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009978,0.75,padrao_1,sedentário,52,3,3,2,3,4,2,3,2,4,3,2,3,4,3,2,3,2,4,3,2
P000393,0.75,padrao_1,moderado,53,3,3,2,3,2,2,3,2,3,2,3,2,2,3,2,2,3,3,2,3
P009527,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008889,0.75,padrao_1,ativo,50,3,3,2,3,2,3,2,4,2,3,2,3,2,4,3,3,2,3,2,4
P001535,0.75,padrao_1,ativo,51,3,3,2,4,2,3,4,2,3,4,2,3,4,2,3,4,3,2,4,3
P003639,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004606,0.75,padrao_1,moderado,49,2,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2
P008438,0.75,padrao_1,moderado,51,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2
P002192,0.75,padrao_1,moderado,52,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002301,0.75,padrao_1,sedentário,46,3,3,2,3,2,3,2,4,2,3,1,2,3,2,3,3,2,2,3,3
P003157,0.75,padrao_1,ativo,56,3,3,4,3,2,4,3,2,4,3,3,2,4,3,2,4,3,2,3,4
P007183,0.75,padrao_1,ativo,52,3,3,2,3,2,4,3,3,2,3,2,4,3,3,2,3,3,2,3,2
P004461,0.75,padrao_1,moderado,52,3,2,3,2,3,3,2,3,2,2,3,2,3,3,2,2,3,3,2,3
P002177,0.75,padrao_1,moderado,49,3,4,3,2,4,3,2,3,4,3,2,3,4,3,2,3,3,2,4,3
P009008,0.75,padrao_1,moderado,50,3,3,2,4,2,3,4,3,2,3,2,4,3,2,3,4,3,2,4,3
P010452,0.75,padrao_1,ativo,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000887,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,3,2,4,2,3,2,3,2,3,2,3,3
P010479,0.75,padrao_1,moderado,51,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3
P004416,0.75,padrao_1,moderado,48,3,3,4,2,3,3,4,3,2,3,4,3,2,3,4,3,2,3,3,4
P009542,0.75,padrao_1,moderado,51,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P000823,0.75,padrao_1,moderado,47,3,2,3,2,2,3,2,3,2,4,2,3,2,3,2,4,3,2,3,2
P001286,0.75,padrao_1,sedentário,49,3,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2
P005407,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001604,0.75,padrao_1,moderado,51,3,3,2,3,2,3,2,2,3,2,4,3,2,3,2,3,2,3,2,3
P008137,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P009188,0.75,padrao_1,moderado,51,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3
P001356,0.75,padrao_1,ativo,52,3,2,3,2,3,2,4,3,2,3,2,4,3,2,3,2,4,3,3,2
P004551,0.75,padrao_1,moderado,47,3,2,3,2,4,3,2,3,4,3,2,3,3,2,4,3,2,3,4,3
P007829,0.75,padrao_1,moderado,56,3,3,2,4,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,4
P010391,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002937,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
