id_persona,temperature,situacao,lifestyle,stai_total,stai_1,stai_2,stai_3,stai_4,stai_5,stai_6,stai_7,stai_8,stai_9,stai_10,stai_11,stai_12,stai_13,stai_14,stai_15,stai_16,stai_17,stai_18,stai_19,stai_20
P006242,0.9,padrao_1,moderado,46,3,4,2,3,4,3,2,3,4,3,2,3,4,2,3,4,3,2,4,3
P007635,0.9,padrao_1,moderado,53,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,3,2,3
P009000,0.9,padrao_1,moderado,50,3,3,2,3,2,3,4,3,2,2,3,3,2,3,2,4,3,2,3,3
P007122,0.9,padrao_1,moderado,52,3,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,3,2,3
P007480,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P009814,0.9,padrao_1,ativo,50,3,4,3,4,2,3,4,3,3,2,4,3,2,3,4,3,2,4,3,2
P005426,0.9,padrao_1,moderado,47,3,4,2,3,4,3,2,2,4,3,2,3,4,2,3,4,3,2,4,3
P000581,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2
P005032,0.9,padrao_1,moderado,54,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,2,3,3,2,3
P001522,0.9,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,1,2,3,2,3,2,3,2,3
P010705,0.9,padrao_1,moderado,53,3,2,3,2,3,4,3,2,3,2,3,3,4,2,3,2,3,2,4,3
P008676,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,4,3,2,3,2,3,2,4,2,3
P001468,0.9,padrao_1,moderado,50,3,3,4,3,2,3,4,3,2,3,4,3,2,3,3,4,3,2,3,4
P007570,0.9,padrao_1,ativo,47,3,3,2,1,2,2,3,3,1,2,2,3,2,3,2,4,2,3,1,2
P006331,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008789,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P002385,0.9,padrao_1,ativo,49,3,4,3,3,2,4,2,3,2,3,4,2,3,4,2,3,4,2,3,2
P001574,0.9,padrao_1,moderado,54,3,4,3,3,2,4,3,2,3,2,4,3,2,4,3,2,3,4,3,2
P001506,0.9,padrao_1,moderado,52,3,2,4,3,2,3,4,2,3,4,2,3,3,2,4,3,2,3,4,3
P009776,0.9,padrao_1,ativo,54,3,2,3,4,2,3,2,3,4,3,2,4,3,2,3,4,2,3,2,3
P003452,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2
P001810,0.9,padrao_1,ativo,49,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,2,3
P005441,0.9,padrao_1,moderado,49,3,3,2,4,3,2,4,3,2,3,4,2,3,3,2,3,4,2,3,3
P003502,0.9,padrao_1,moderado,55,3,3,2,3,2,3,2,2,4,3,2,3,3,2,2,3,4,3,2,3
P004067,0.9,padrao_1,moderado,44,3,3,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2
P004528,0.9,padrao_1,moderado,56,3,2,3,4,2,3,3,2,4,2,3,3,2,4,2,3,3,2,4,3
P003472,0.9,padrao_1,moderado,56,3,2,3,2,3,2,4,2,3,2,3,4,2,3,3,2,4,3,2,3
P001154,0.9,padrao_1,moderado,46,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2
P005781,0.9,padrao_1,sedentário,54,3,2,3,2,3,2,3,2,3,2,3,4,2,3,2,3,2,3,2,4
P002256,0.9,padrao_1,moderado,51,3,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,4,3,2
P006831,0.9,padrao_1,sedentário,47,3,3,2,4,3,3,2,3,2,4,3,3,2,3,4,3,2,3,2,4
P008175,0.9,padrao_1,moderado,52,3,2,3,4,2,3,3,2,4,2,3,2,3,2,3,4,3,2,4,3
P004636,0.9,padrao_1,moderado,47,3,3,2,2,3,2,3,2,2,3,3,2,3,4,2,3,2,3,3,2
P007428,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2,2
P005756,0.9,padrao_1,moderado,57,3,2,4,3,2,3,4,2,3,2,3,2,4,3,2,3,2,4,3,2
P005883,0.9,padrao_1,moderado,48,3,3,2,3,4,2,3,2,3,2,4,3,2,3,4,3,2,3,2,4
P005073,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2
P010073,0.9,padrao_1,ativo,51,3,2,3,2,3,3,2,2,3,3,2,3,4,2,3,2,3,2,3,2
P001382,0.9,padrao_1,ativo,52,3,4,3,2,3,4,3,2,3,4,2,3,4,3,2,3,4,3,4,2
P008593,0.9,padrao_1,ativo,53,3,3,2,4,2,3,2,3,3,2,4,3,2,2,3,1,4,3,2,3
P001715,0.9,padrao_1,moderado,47,3,4,3,2,3,3,4,2,3,4,2,3,3,2,4,3,2,3,4,3
P000144,0.9,padrao_1,moderado,50,3,2,3,2,4,2,3,2,3,3,2,4,3,2,3,4,2,3,2,3
P001820,0.9,padrao_1,moderado,54,3,3,2,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,3
P004474,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,1,2,3,2,3,2,2,3
P008321,0.9,padrao_1,moderado,50,3,2,3,2,3,2,3,2,4,2,3,2,3,3,2,4,3,2,3,2
P005130,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004868,0.9,padrao_1,moderado,50,3,2,3,4,2,3,2,3,4,2,3,3,1,2,4,2,3,2,4,3
P000492,0.9,padrao_1,moderado,47,3,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,2,3,2,3
P006924,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,4,3,2,3,3,2,3,3,2,3
P003825,0.9,padrao_1,moderado,47,3,4,3,2,3,2,3,3,2,3,4,3,2,3,4,2,3,3,2,4
P001240,0.9,padrao_1,moderado,54,3,2,3,2,3,2,3,2,3,2,1,3,2,3,2,1,3,2,3,2
P000852,0.9,padrao_1,moderado,48,3,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2
P010253,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2
P010640,0.9,padrao_1,ativo,48,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3
P009150,0.9,padrao_1,moderado,53,3,2,3,2,2,3,2,3,2,2,3,2,4,3,2,3,2,3,2,4
P010257,0.9,padrao_1,ativo,51,3,3,2,3,2,4,3,2,3,3,4,2,3,1,3,2,3,3,2,3
P006419,0.9,padrao_1,sedentário,52,3,3,4,3,4,3,3,2,4,3,4,3,2,3,4,2,3,4,3,3
P007774,0.9,padrao_1,moderado,52,3,3,2,2,3,2,3,2,3,2,1,2,3,3,2,3,3,2,2,3
P003249,0.9,padrao_1,moderado,51,3,3,2,3,2,3,2,2,3,2,2,3,3,2,3,2,3,2,3,2
P004271,0.9,padrao_1,moderado,45,3,3,2,2,3,3,2,3,2,2,3,3,2,3,2,4,2,3,3,2
P003465,0.9,padrao_1,moderado,50,3,2,3,4,2,3,2,3,3,2,4,2,3,2,3,3,2,4,3,2
P003471,0.9,padrao_1,moderado,50,3,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P008336,0.9,padrao_1,sedentário,49,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3,2,3
P009222,0.9,padrao_1,moderado,52,3,2,3,2,4,2,3,2,3,4,3,2,3,3,1,2,3,3,2,3
P003679,0.9,padrao_1,moderado,53,3,3,2,2,3,2,3,2,4,3,2,3,2,3,2,2,3,3,2,3
P005171,0.9,padrao_1,moderado,50,3,2,3,2,3,2,3,2,4,3,2,3,2,3,4,2,3,2,3,2
P008674,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,3
P003305,0.9,padrao_1,moderado,53,3,2,4,3,2,3,2,4,3,3,2,4,2,3,4,3,2,3,2,4
P001072,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2
P002329,0.9,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004342,0.9,padrao_1,moderado,47,3,4,3,3,4,3,2,3,4,3,4,3,2,3,4,2,3,4,3,2
P004312,0.9,padrao_1,moderado,51,3,4,3,2,3,3,2,3,4,3,2,4,3,2,3,2,4,3,3,2
P009840,0.9,padrao_1,moderado,47,3,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,3,2,3,2
P002643,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010566,0.9,padrao_1,ativo,55,3,3,2,3,2,3,4,2,3,2,4,3,3,2,3,2,3,4,2,3
P004322,0.9,padrao_1,moderado,46,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2
P009638,0.9,padrao_1,moderado,53,3,2,3,2,3,2,4,3,2,3,3,2,4,3,2,3,4,3,2,3
P009291,0.9,padrao_1,ativo,45,3,3,2,4,3,2,3,4,3,2,4,3,3,2,3,4,2,3,4,3
P000509,0.9,padrao_1,moderado,46,3,3,2,3,2,3,2,4,2,3,2,3,2,3,4,2,3,2,3,2
P009635,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,3,2,3,1,2,2,3,3,2,3
P006384,0.9,padrao_1,sedentário,48,3,3,2,4,3,2,4,3,2,4,3,4,2,3,4,3,2,4,3,3
P006760,0.9,padrao_1,moderado,55,3,2,3,4,2,3,4,3,2,3,2,3,4,3,2,3,2,3,4,3
P007490,0.9,padrao_1,sedentário,46,3,4,2,3,3,4,2,3,2,3,4,2,3,3,4,2,3,2,3,4
P007620,0.9,padrao_1,moderado,52,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P002657,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2
P001743,0.9,padrao_1,ativo,54,3,2,4,3,2,3,4,2,3,3,2,4,3,2,3,4,2,3,4,3
P000670,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002501,0.9,padrao_1,ativo,47,3,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2
P003150,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,4,3,3,2,3,2,3
P010687,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2
P009986,0.9,padrao_1,moderado,43,3,4,3,2,4,3,3,4,2,3,3,4,2,3,4,3,2,3,4,3
P006677,0.9,padrao_1,moderado,53,3,2,3,2,3,2,3,2,3,1,2,3,2,3,2,2,3,2,3,2
P003269,0.9,padrao_1,sedentário,55,3,2,4,3,2,4,3,2,4,3,2,3,4,2,3,4,3,2,4,3
P004350,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2
P006629,0.9,padrao_1,moderado,46,3,3,2,3,3,3,2,3,2,4,3,3,2,4,2,3,3,2,3,2
P007583,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009171,0.9,padrao_1,sedentário,55,3,2,4,3,2,4,3,2,4,3,2,3,4,2,3,4,2,3,4,3
P005100,0.9,padrao_1,sedentário,52,3,4,2,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2
P006463,0.9,padrao_1,moderado,54,3,3,4,3,2,3,3,3,2,4,3,2,3,4,2,3,4,3,2,3
P007024,0.9,padrao_1,moderado,50,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P005947,0.9,padrao_1,moderado,47,3,3,2,4,2,3,2,4,2,3,3,2,4,2,3,3,4,2,3,2
P000060,0.9,padrao_1,ativo,54,3,2,3,2,2,3,3,2,4,3,2,3,2,2,3,3,2,4,2,3
P008157,0.9,padrao_1,sedentário,51,3,3,2,4,3,2,3,4,2,3,3,2,3,4,2,3,4,3,2,3
P009758,0.9,padrao_1,sedentário,47,3,3,2,3,2,2,3,3,2,2,3,2,3,2,4,3,2,3,2,3
P007026,0.9,padrao_1,moderado,48,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2
P006480,0.9,padrao_1,moderado,50,3,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P004978,0.9,padrao_1,moderado,59,3,2,3,4,3,2,3,2,4,3,2,3,4,3,2,3,4,3,2,3
P004268,0.9,padrao_1,moderado,50,3,3,2,2,3,3,2,2,4,3,3,2,4,3,2,3,4,2,3,2
P006982,0.9,padrao_1,moderado,48,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2
P002860,0.9,padrao_1,moderado,50,3,3,2,3,2,3,3,2,4,3,2,3,2,3,4,3,2,3,3,2
P004417,0.9,padrao_1,ativo,50,3,3,2,2,3,3,2,4,2,3,2,3,2,4,3,2,3,4,2,3
P001079,0.9,padrao_1,moderado,50,3,4,3,2,4,3,2,3,3,4,2,3,2,4,3,2,4,3,2,3
P000555,0.9,padrao_1,ativo,42,3,4,3,2,3,2,3,4,2,3,4,2,3,3,2,4,3,2,3,2
P004618,0.9,padrao_1,moderado,55,3,2,3,3,2,4,3,2,3,3,2,4,3,2,3,3,2,4,3,2
P001478,0.9,padrao_1,sedentário,50,3,3,2,2,4,3,4,2,3,3,2,4,3,2,3,4,3,2,3,4
P002436,0.9,padrao_1,sedentário,49,3,3,2,3,4,2,3,2,3,3,2,3,3,2,4,3,2,3,2,4
P001786,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002085,0.9,padrao_1,moderado,47,3,3,2,2,3,3,2,3,4,2,3,2,3,3,4,2,3,2,4,3
P005018,0.9,padrao_1,moderado,49,2,3,2,3,4,3,2,3,2,3,4,3,2,3,2,3,4,3,2,3
P008156,0.9,padrao_1,ativo,47,3,3,4,2,3,4,2,3,2,3,3,4,3,2,4,3,2,3,4,3
P000833,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,2,3,4,3,2,3,2,3,2,3,2,3
P003177,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003311,0.9,padrao_1,sedentário,47,3,4,2,3,4,3,2,3,4,2,3,4,2,3,4,3,2,4,3,2
P003481,0.9,padrao_1,moderado,54,3,2,3,2,4,3,3,2,3,2,3,2,4,3,2,3,2,3,2,4
P009555,0.9,padrao_1,moderado,51,3,3,2,2,3,3,3,2,2,3,2,4,3,3,2,2,2,3,3,2
P006252,0.9,padrao_1,ativo,53,3,2,3,2,3,3,4,2,3,2,4,3,2,3,2,3,2,3,2,3
P009166,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3
P009569,0.9,padrao_1,moderado,51,3,3,2,3,2,3,4,2,3,2,3,3,4,2,3,4,2,3,3,2
P000291,0.9,padrao_1,moderado,46,3,2,3,2,4,3,2,3,2,3,2,3,4,2,3,3,2,3,4,2
P010451,0.9,padrao_1,moderado,55,3,3,2,4,3,2,3,2,4,3,2,3,4,3,2,3,2,3,2,3
P010551,0.9,padrao_1,moderado,55,3,3,2,4,3,3,2,3,4,2,3,4,2,3,3,2,4,3,2,3
P010613,0.9,padrao_1,moderado,47,3,3,2,2,3,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2
P008476,0.9,padrao_1,sedentário,54,3,3,2,3,2,2,3,2,4,3,2,3,3,2,3,2,3,3,2,3
P010671,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P001950,0.9,padrao_1,sedentário,53,3,2,3,3,2,4,3,2,4,3,2,3,2,3,4,3,3,2,3,2
P008444,0.9,padrao_1,moderado,44,3,3,2,2,3,2,2,3,2,3,2,2,2,3,3,2,3,2,3,2
P006948,0.9,padrao_1,ativo,48,3,3,2,4,3,2,3,4,2,3,2,4,3,2,3,4,2,3,3,4
P009263,0.9,padrao_1,moderado,48,3,3,2,3,4,3,2,3,3,2,4,3,2,3,2,3,4,2,3,3
P001709,0.9,padrao_1,moderado,49,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3
P010100,0.9,padrao_1,moderado,50,3,3,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3
P002369,0.9,padrao_1,moderado,53,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3
P001500,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002750,0.9,padrao_1,ativo,55,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3
P002941,0.9,padrao_1,sedentário,45,3,4,3,4,2,3,3,4,2,3,4,3,2,3,3,4,2,3,4,3
P010549,0.9,padrao_1,moderado,45,3,3,2,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,2
P002365,0.9,padrao_1,moderado,52,3,3,2,2,3,2,3,2,3,2,3,2,4,3,2,2,4,3,3,2
P009444,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,3
P002874,0.9,padrao_1,moderado,51,3,3,2,3,2,3,2,1,3,2,3,3,2,1,3,2,2,3,1,2
P006492,0.9,padrao_1,moderado,50,3,3,2,3,2,4,2,3,2,4,3,2,3,4,2,3,3,2,3,4
P001028,0.9,padrao_1,moderado,50,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,3,2,3,3
P005769,0.9,padrao_1,moderado,48,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2
P007390,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000468,0.9,padrao_1,sedentário,48,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,4,3
P009432,0.9,padrao_1,moderado,51,3,2,2,3,2,3,4,3,2,3,3,2,3,4,2,3,2,3,3,2
P002539,0.9,padrao_1,ativo,52,3,3,2,4,3,2,3,2,4,3,2,3,2,4,3,3,2,4,3,2
P002490,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,4,3
P002116,0.9,padrao_1,sedentário,46,3,4,3,2,3,3,2,4,2,3,4,3,2,3,4,2,3,4,2,3
P006520,0.9,padrao_1,moderado,51,3,3,2,2,3,3,2,3,4,3,2,3,4,3,2,3,3,2,3,3
P006445,0.9,padrao_1,moderado,46,3,3,2,4,2,3,4,3,2,3,4,2,3,2,4,3,2,3,4,3
P003937,0.9,padrao_1,moderado,53,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P003709,0.9,padrao_1,moderado,49,3,3,2,2,3,2,3,2,4,3,2,3,2,3,3,2,3,2,3,2
P009126,0.9,padrao_1,moderado,49,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,2,3,3
P008270,0.9,padrao_1,moderado,48,3,4,3,2,4,3,3,2,3,2,4,3,2,3,4,2,3,4,3,2
P009550,0.9,padrao_1,moderado,50,3,2,3,2,3,4,3,2,3,2,4,3,2,3,2,4,3,2,3,2
P006493,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,3
P005460,0.9,padrao_1,moderado,50,3,3,2,3,3,2,3,2,4,3,2,3,3,2,3,3,2,2,3,4
P009795,0.9,padrao_1,moderado,45,3,3,3,2,4,3,2,3,3,2,4,3,3,2,3,3,2,3,3,2
P000782,0.9,padrao_1,sedentário,48,3,2,3,2,3,2,4,2,3,2,3,1,2,3,2,4,3,2,3,2
P009370,0.9,padrao_1,ativo,53,3,3,4,2,3,2,3,3,4,2,3,2,4,3,3,2,4,3,3,2
P010342,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009258,0.9,padrao_1,moderado,48,3,3,2,3,2,2,3,2,3,2,3,1,2,2,3,3,2,3,2,3
P010417,0.9,padrao_1,moderado,40,3,3,2,2,4,3,1,3,2,3,4,2,3,2,3,2,3,1,3,2
P003403,0.9,padrao_1,moderado,52,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P010559,0.9,padrao_1,ativo,47,3,3,2,3,2,3,2,3,4,2,3,2,3,2,3,4,3,2,3,2
P001981,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P003708,0.9,padrao_1,moderado,45,3,4,3,2,4,3,3,2,3,2,4,3,3,2,4,3,2,3,4,3
P005465,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P007123,0.9,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001839,0.9,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P005873,0.9,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,2,3,2
P001343,0.9,padrao_1,moderado,51,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009037,0.9,padrao_1,moderado,47,3,4,3,2,4,3,2,3,3,4,2,3,1,2,3,2,3,4,2,3
P006820,0.9,padrao_1,sedentário,50,3,2,4,3,2,3,2,4,3,3,2,4,3,2,3,4,3,2,4,3
P005606,0.9,padrao_1,moderado,48,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,3,3
P006735,0.9,padrao_1,moderado,48,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,3
P005560,0.9,padrao_1,ativo,44,3,4,2,3,4,3,2,3,3,2,4,3,2,3,4,3,2,4,3,2
P001058,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,4,3,2,3,2,4,2,3,3,2,3
P002547,0.9,padrao_1,sedentário,49,3,2,4,3,3,2,4,3,1,3,2,4,3,2,4,3,2,1,3,4
P005330,0.9,padrao_1,moderado,54,3,2,3,3,2,2,3,2,2,3,2,3,3,2,3,2,3,3,2,3
P004956,0.9,padrao_1,moderado,53,3,2,3,4,3,2,3,4,3,2,4,3,2,3,2,3,4,3,2,3
P008830,0.9,padrao_1,moderado,46,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,2,3,2,3,2
P002267,0.9,padrao_1,moderado,53,3,3,2,3,4,2,3,2,3,3,2,4,2,3,3,2,4,3,2,3
P001761,0.9,padrao_1,moderado,52,3,3,2,4,2,3,4,2,3,3,4,2,3,4,2,3,2,3,4,3
P000058,0.9,padrao_1,moderado,53,3,3,2,3,2,3,2,3,3,2,3,2,4,3,2,2,3,4,3,2
P003971,0.9,padrao_1,sedentário,54,3,3,2,3,2,4,2,3,3,2,3,4,2,4,3,2,3,2,3,4
P006007,0.9,padrao_1,moderado,47,3,3,2,3,4,2,3,3,2,3,2,4,3,2,3,4,3,2,3,4
P008923,0.9,padrao_1,moderado,46,3,3,2,2,4,3,3,2,3,2,4,3,2,3,4,2,3,2,3,2
P002118,0.9,padrao_1,ativo,50,3,4,2,3,2,3,2,4,3,2,3,4,3,2,3,3,4,2,3,4
P002177,0.9,padrao_1,moderado,52,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,4,3,2,3
P003574,0.9,padrao_1,moderado,51,3,3,2,2,4,3,2,3,3,2,3,4,2,3,3,2,3,4,2,3
P002881,0.9,padrao_1,moderado,53,3,3,2,4,2,3,2,3,3,2,4,3,2,3,3,2,4,3,2,3
P004171,0.9,padrao_1,moderado,53,3,3,2,4,3,2,4,3,2,3,3,2,4,3,3,2,4,3,2,3
P006834,0.9,padrao_1,moderado,49,3,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3
P008409,0.9,padrao_1,moderado,56,3,3,4,2,3,2,4,3,4,2,3,2,4,3,2,3,4,3,2,3
P000193,0.9,padrao_1,moderado,52,3,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P010591,0.9,padrao_1,moderado,56,3,2,4,3,3,4,3,2,4,3,2,3,2,3,2,4,3,2,3,4
P000473,0.9,padrao_1,moderado,50,3,4,2,3,4,3,2,3,4,3,2,3,2,4,3,2,4,3,4,3
P001473,0.9,padrao_1,ativo,48,3,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009499,0.9,padrao_1,ativo,52,3,3,2,3,2,3,2,3,2,3,2,2,3,4,3,2,3,3,2,3
P007264,0.9,padrao_1,moderado,48,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,3
P003025,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004481,0.9,padrao_1,moderado,49,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P007070,0.9,padrao_1,moderado,50,3,4,3,2,3,4,3,2,3,4,3,2,3,3,4,2,3,3,2,3
P004326,0.9,padrao_1,ativo,47,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P009059,0.9,padrao_1,sedentário,58,3,3,4,3,2,3,4,3,2,3,2,3,4,3,2,3,4,3,2,3
P008950,0.9,padrao_1,sedentário,48,3,3,2,2,3,2,3,2,4,3,2,3,4,2,3,3,2,2,4,3
P010229,0.9,padrao_1,ativo,48,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2
P008039,0.9,padrao_1,moderado,55,3,2,4,2,3,3,4,2,3,2,4,3,2,3,4,2,3,3,2,4
P006290,0.9,padrao_1,moderado,54,3,3,2,3,2,3,4,3,2,3,2,3,2,3,3,2,4,3,2,3
P008112,0.9,padrao_1,moderado,45,3,3,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2
P001042,0.9,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,2
P008299,0.9,padrao_1,sedentário,48,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2
P000907,0.9,padrao_1,moderado,52,3,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3
P010149,0.9,padrao_1,moderado,48,3,3,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,3,3
P000137,0.9,padrao_1,sedentário,55,3,2,3,2,4,2,3,1,3,2,4,3,2,3,2,1,4,3,2,3
P010339,0.9,padrao_1,ativo,51,3,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3,4,2,3,3
P005044,0.9,padrao_1,moderado,47,3,3,2,2,3,2,3,2,2,3,3,2,2,3,1,2,3,2,3,2
P005417,0.9,padrao_1,moderado,48,3,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P006264,0.9,padrao_1,moderado,48,3,3,2,3,2,3,4,3,2,3,1,2,3,2,4,3,2,3,3,2
P000288,0.9,padrao_1,moderado,45,3,2,3,2,4,3,2,3,2,3,4,3,2,3,2,3,2,3,4,3
